Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region,Partner Lists
Charles Gaba,charles-gaba,ACA Signups,https://acasignups.net,Website,,,,,,,Health/Wellness,"Bloomfield Hills, MI",Science Health & Environment,Bloomfield Hills,MI,US,Midwest,
Charlie Kilman,charlie-kilman,Our Changing Climate,https://www.youtube.com/@OurChangingClimate,Video - YouTube,,,,,,,Climate/Environment,"New York, NY",Science Health & Environment,New York,NY,US,Northeast,
Charlie Meyerson,charlie-meyerson,Chicago Public Square,https://www.chicagopublicsquare.com,Newsletter - Other,,,,,,,"Local, Politics","Chicago, IL","Power & Politics, Civic Life",Chicago,IL,US,Midwest,
Charlotte Clymer,charlotte-clymer,Charlotte's Web Thoughts,https://charlotteclymer.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/charlotteclymer.bsky.social,,,,,"LGBTQIA, Politics","Washington, DC","Power & Politics, Social Issues",Washington,DC,US,Mid-Atlantic,
Charlotte Gage,charlotte-gage,Your Pal Charlotte,https://www.tiktok.com/@yourpalcharlotte,Video - TikTok,Video - Instagram,https://www.instagram.com/yourpalcharlotte/,,,,,Transportation,Virginia - US,Lifestyle & Personal Life,,VA,US,South,
Charlotte Salley,charlotte-salley,Hot Bones,https://hotbones.beehiiv.com,Newsletter - Beehiiv,,,,,,,"Local, Health/Wellness","Washington, DC","Civic Life, Science Health & Environment",Washington,DC,US,Mid-Atlantic,
Charlotte Smith,charlotte-smith,Culture of Law Firm,https://cultureoflawfirm.substack.com,Newsletter - Substack,,,,,,,"Law/Legal Issues, Politics, Self-Help",California - US,"Power & Politics, Lifestyle & Personal Life",,CA,US,West,
Charlotte Wilder,charlotte-wilder,Sports Gossip Show,https://www.sportsgossipshow.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/thewilderthings.bsky.social,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National,
Chas Hundley,chas-hundley,News in the Grove / Banks Post,https://www.newsinthegrove.com,Website,Social - BlueSky,https://bsky.app/profile/chashundley.bsky.social,Social - Facebook,https://www.facebook.com/facebook.com,,,Local,Oregon - US,Civic Life,,OR,US,West,
Chase Cain,chase-cain,Chase What Matters,https://www.youtube.com/@chasecain,Video - YouTube,Website,https://www.chasecain.com/,Social - BlueSky,https://bsky.app/profile/chasecain.bsky.social,,,"Climate/Environment, Science, Explanatory","San Francisco, CA","Science Health & Environment, Journalism Formats",San Francisco,CA,US,West,
Chase Hughes,chase-hughes,The Behavior Panel,https://www.youtube.com/@TheBehaviorPanel,Video - YouTube,,,,,,,"Politics, General News, Crime",National - US,"Power & Politics, Civic Life, General News",,,US,National,
Chase Vondran,chase-vondran,Explore With Chase,https://www.tiktok.com/@explorewithchase,Video - TikTok,,,,,,,"Things to Do, Travel, Restaurants and bars, Lifestyle, LGBTQIA","Chicago, IL","Social Issues, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Chatwan Mongkol,chatwan-mongkol,Soiciety,https://www.soiciety.com,Website,,,,,,,Local,"Bangkok, Thailand",Civic Life,Bangkok,,TH,International,
Chenjerai Kumanyika,chenjerai-kumanyika,Scene on Radio (audio documentary),https://sceneonradio.org/about/,Podcast,,,,,,,Politics,"New York, NY",Power & Politics,New York,NY,US,Northeast,
Cherie Brooke Luo,cherie-brooke-luo,Tiger Sisters,https://tigersisterspodcast.com,Podcast,Video - Instagram,https://www.instagram.com/cherie.brooke/,,,,,Personal Finance,National - US,Money & Work,,,US,National,
Cherisse Rivera,cherisse-rivera,Cherisse Rivera,https://www.instagram.com/instacmr/,Social - Instagram,Social - Threads,http://threads.com/@instacmr,,,,,Music,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Cherith Fluker,cherith-fluker,Cherith Fluker,https://www.cherithfluker.com/,Website,,,,,,,"Travel, Lifestyle","Birmingham, AL",Lifestyle & Personal Life,Birmingham,AL,US,South,Institute_for_Independent_Journalists
Cheryl Rofer,cheryl-rofer,Nuclear Diner,https://nucleardiner.wordpress.com,Website,Social - BlueSky,https://bsky.app/profile/cherylrofer.bsky.social,,,,,National Security,"Santa Fe, NM",Power & Politics,Santa Fe,NM,US,West,
Cheryl Wischhover,cheryl-anne-nygaard,Good for Your Age,https://goodforyourage.substack.com,Newsletter - Substack,,,,,,,Beauty,National - US,Lifestyle & Personal Life,,,US,National,
Cheyenne Lin,cheyenne-lin,Cheyenne Lin,https://www.youtube.com/@CheyenneLin,Video - YouTube,Social - BlueSky,https://bsky.app/profile/cheyennelin.bsky.social,,,,,Culture,United States,Culture & Media,,,US,National,
Chico Felitti,chico-felitti,Chico Felitti,https://www.instagram.com/chicofelitti,Video - Instagram,,,,,,,"World, Investigative",Brazil,"General News, Journalism Formats",,,BR,International,
Chloe Cockburn,chloe-cockburn,Just Impact,https://justimpact.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/chloecockburn.bsky.social,,,,,"Crime, Law/Legal Issues","New York, NY","Power & Politics, Civic Life",New York,NY,US,Northeast,
Chloe Zhang,chloe-zhang,That Girl Chloe,https://www.instagram.com/thatgirlchloe.z,Video - Instagram,,,,,,,"Lifestyle, Dating/Romance","Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Chris Arnade,chris-arnade,Chris Arnade,https://chrisarnade.substack.com,Newsletter - Substack,,,,,,,"Politics, Lifestyle",National - US,"Power & Politics, Lifestyle & Personal Life",,,US,National,
Chris Broad,chris-broad,Abroad in Japan,https://www.youtube.com/channel/UCHL9bfHTxCMi-7vfxQ-AYtg,Video - YouTube,,,,,,,"Travel, Culture","Tokyo, Japan","Culture & Media, Lifestyle & Personal Life",Tokyo,,JP,International,
Chris Cillizza,chris-cillizza,So What,https://chriscillizza.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/chriscillizza.bsky.social,,,,,Politics,"Washington, DC",Power & Politics,Washington,DC,US,Mid-Atlantic,
Chris Clarke,chris-clarke,Letters from the Desert,https://lettersfromthedesert.substack.com,Newsletter - Substack,Video - Instagram,,,,,,Climate/Environment,California - US,Science Health & Environment,,CA,US,West,
Chris D'angelo,chris-dangelo,Public Domain,https://www.publicdomain.media,Newsletter - Substack,Social - Twitter / X,https://x.com/c_m_dangelo,,,,,Climate/Environment,Maine - US,Science Health & Environment,,ME,US,Northeast,
Chris Dixon,chris-dixon,Chris Dixon,https://x.com/cdixon,Social - Twitter / X,Social - BlueSky,https://bsky.app/profile/00chrisdixon00.bsky.social,,,,,Tech,"San Francisco, CA",Money & Work,San Francisco,CA,US,West,
Chris Do,chris-do,The Futur,https://thefutur.com/,Video - YouTube,Podcast,,,,,,"Business, Design","Los Angeles, CA","Money & Work, Culture & Media",Los Angeles,CA,US,West,
Chris Dolo,chris-dolo,Chris Dolo,https://www.tiktok.com/@.chrisdolo,Video - TikTok,,,,,,,"Restaurants and bars, Recipes, Food, Local","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Chris Dong,chris-dong,,https://chrisdong.substack.com,Newsletter - Substack,Social - Instagram,https://www.instagram.com/thechrisflyer,Social - LinkedIn,https://www.linkedin.com/in/christopherdong/,,,Travel,,Lifestyle & Personal Life,,,,,
Chris Franzoni,chris-franzoni,eatmorebemore,https://www.instagram.com/eatmorebemore,Video - Instagram,,,,,,,Restaurants and bars,"Baltimore, MD",Lifestyle & Personal Life,Baltimore,MD,US,South,
Chris Gayomali,chris-gayomali,,https://heavies.substack.com/,Newsletter - Substack,Social - Instagram,https://www.instagram.com/chrisgayomali/,,,,,Fitness,"Brooklyn, NY",Lifestyle & Personal Life,Brooklyn,NY,US,Northeast,
Chris Geidner,chris-geidner,Law Dork,https://www.lawdork.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/chrisgeidner.bsky.social,,,,,Government Accountability,National - US,Power & Politics,,,US,National,
Chris Hutton,chris-hutton,TTRPG Insider,https://www.ttrpginsider.news,Newsletter - Beehiiv,Social - BlueSky,https://bsky.app/profile/newsnerd.bsky.social,,,,,Games/Gaming,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Chris Koeherne,chris-koeherne,Chris Koeherne,https://www.linkedin.com/in/cjkoerner,Social - LinkedIn,,,,,,,"Careers, Tech","Dallas, TX",Money & Work,Dallas,TX,US,South,
Chris Koerner,chris-koerner,The Koerner Office,https://www.thekoerneroffice.com/,Podcast,Video - YouTube,,,,,,Business,Texas - US,Money & Work,,TX,US,South,
Chris La Tray,chris-la-tray,The Irritable Métis,https://chrislatray.substack.com,Newsletter - Substack,Website,https://www.chrislatray.com,Social - BlueSky,https://bsky.app/profile/chrislatray.bsky.social,,,"Local, Outdoors, Climate/Environment, Activism, Art","Montana, U.S. ","Social Issues, Civic Life, Science Health & Environment, Culture & Media, Lifestyle & Personal Life",Montana,U.S.,,,
Chris Mooney,chris-mooney,Report Earth,https://reportearth.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/chriscmooney.bsky.social,,,,,Climate/Environment,"Charlottesville, VA",Science Health & Environment,Charlottesville,VA,US,South,
Chris Plante,chris-plante,Post Games,https://postgame.substack.com/,Newsletter - Substack,,,,,,,Culture,,Culture & Media,,,,,
Chris Richards,chris-richards,The Future is Ours to Make,https://thefutureisourstomake.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/chris___richards/,Social - BlueSky,https://bsky.app/profile/chrisrichards.bsky.social,,,"Business, Music","Washington, DC","Money & Work, Culture & Media",Washington,DC,US,Mid-Atlantic,
Chris Van Vliet,chris-van-vliet,Chris Van Vliet,https://www.youtube.com/@ChrisVanVliet,Video - YouTube,,,,,,,Entertainment/Hollywood,"Los Angeles, CA",Culture & Media,Los Angeles,CA,US,West,
Chris Wadsworth,chris-wadsworth,The Burn,https://theburn.com,Website,,,,,,,Local,"Ashburn, VA",Civic Life,Ashburn,VA,US,South,
Christene Barberich,christene-barberich,,https://atinyapartment.substack.com/,Newsletter - Substack,Social - Instagram,https://www.instagram.com/christenebarberich/,,,,,Home,"Brooklyn, NY",Lifestyle & Personal Life,Brooklyn,NY,US,Northeast,
Christian Bryant,christian-bryant,Christian P. Bryant,https://christianpbryant.substack.com/,Newsletter - Substack,Social - Instagram,https://www.instagram.com/christianpbryant/,Video - TikTok,https://www.tiktok.com/@christianpbryant,Social - BlueSky,https://bsky.app/profile/cgbryant.bsky.social,"Culture, Politics","Washington, DC","Power & Politics, Culture & Media",Washington,DC,US,Mid-Atlantic,
Christian Caple,christian-caple,On Montlake -- Washington Huskies football coverage,https://www.onmontlake.com/,Newsletter - Ghost,,,,,,,Media/Power,"Tacoma, WA",Culture & Media,Tacoma,WA,US,West,
Christiana Figueres,christiana-figueres,Outrage + Optimism,https://www.outrageandoptimism.org,Podcast,,,,,,,Climate/Environment,"San Jose, Costa Rica",Science Health & Environment,San Jose,,CR,International,
Christiana Mbakwe Medina,christiana-mbakwe-medina,Pop Syllabus,https://popsyllabus.substack.com,Newsletter - Substack,Podcast,,,,,,"Culture, Media/Power","Los Angeles, CA",Culture & Media,Los Angeles,CA,US,West,
Christina Paschyn,christina-paschyn,Christina Paschyn,https://christinapaschyn.com/,Website,,,,,,,"World, Gender, Human Rights","Doha, Qatar","Social Issues, General News",Doha,Qatar,,,Institute_for_Independent_Journalists
Christine Muhlke,christine-muhlke,Xtine,https://xtinenyc.substack.com,Newsletter - Substack,,,,,,,"Food, Culture","New York, NY","Culture & Media, Lifestyle & Personal Life",New York,NY,US,Northeast,
Christine Platt,christine-platt,The Afrominimalist,www.iamchristineplatt.com,Website,,,,,,,"Culture, Identity/Belonging",National - US,"Social Issues, Culture & Media",,,US,National,
Christine Zhang,christine-zhang,Wrong Number,https://christineyzhang.com,Newsletter - Beehiiv,,,,,,,General News,"New York, NY",General News,New York,NY,US,Northeast,
Christophe Haubursin,christophe-haubursin,Tunnel Vision,https://www.youtube.com/@christophe,Video - YouTube,,,,,,,Tech,"New York, NY",Money & Work,New York,NY,US,Northeast,
Christopher Barnatt,christopher-barnatt,ExplainingComputers,https://www.youtube.com/@ExplainingComputers,Video - YouTube,,,,,,,Tech,United Kingdom,Money & Work,,,GB,International,
Christopher Chern,christopher-chern,Christopher Chern,https://www.instagram.com/wwwchris/,Social - Instagram,Website,https://www.christopherchern.com/,,,,,Photography,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Christopher Curtis,christopher-curtis,The Rover,http://therover.ca,Website,Social - BlueSky,https://bsky.app/profile/titocurtis.bsky.social,,,,,World,Canada,General News,,,CA,International,
Christopher Dring,christopher-dring,The Game Business,https://www.thegamebusiness.com/,Newsletter - Substack,,,,,,,Media/Power,United Kingdom,Culture & Media,,,GB,International,
Christy Harrison,christy-harrison,Christy Harrison,https://christyharrison.substack.com,Newsletter - Substack,Podcast,https://christyharrison.com/foodpsych,,,,,Health/Wellness,National - US,Science Health & Environment,,,US,National,
Chuck Todd,chuck-todd,The Chuck ToddCast,https://www.thechucktoddcast.com,Podcast,Newsletter - Substack,https://chucktodd.substack.com,,,,,Politics,"Washington, DC",Power & Politics,Washington,DC,US,Mid-Atlantic,
Cindy DiTiberio,cindy-ditiberio,,https://cindyditiberio.substack.com,Newsletter - Substack,Social - Instagram,https://instagram.com/cindy.ditiberio,,,,,Parenting,"Palo Alto, CA",Lifestyle & Personal Life,Palo Alto,CA,US,West,
CJ Gustafson,cj-gustafson,Mostly Metrics,https://www.mostlymetrics.com,Newsletter - Beehiiv,Social - LinkedIn,https://www.linkedin.com/in/cj-gustafson-13140948,Social - BlueSky,https://bsky.app/profile/cjgustafson.bsky.social,,,Finance/Economics,National - US,Money & Work,,,US,National,
CK,ck-hypefoodies,Hype Foodies,https://www.instagram.com/hypefoodies,Video - Instagram,Video - TikTok,https://www.tiktok.com/@hypefoodies,,,,,"Restaurants and bars, Travel","Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
CK & Diane,ck-diane,CK & Diane,https://www.instagram.com/hypefoodies/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@hypefoodies,,,,,Restaurants and bars,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Claire Dinhut,claire-dinhut,CondimentClaire,https://condimentclaire.substack.com/,Newsletter - Substack,,,,,,,Culture,,Culture & Media,,,,,
Claire McNamara,claire-mcnamara,Oh My Rockness,https://www.ohmyrockness.com,Website,,,,,,,"Things to Do, Music","New York, NY","Culture & Media, Lifestyle & Personal Life",New York,NY,US,Northeast,
Claire Willett,claire-willett,Claire Willett,https://bsky.app/profile/clairewillett.bsky.social,Social - BlueSky,,,,,,,"Politics, Culture",National - US,"Power & Politics, Culture & Media",,,US,National,
Clara,clara-hmm-thats-interesting,"Hmm, That's Interesting",https://www.colormeloverly.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/colormeloverly/,,,,,"Culture, Internet Culture","New York, NY",Culture & Media,New York,NY,US,Northeast,
Clara Browne,clara-browne,intern3t!!!11,https://intern3t.substack.com/,Newsletter - Substack,,,,,,,Culture,Brazil,Culture & Media,,,BR,International,
Clara Soteras,clara-soteras,clarasoteras.com,https://clarasoteras.com/en/books,Website,Social - BlueSky,https://bsky.app/profile/clarasoteras.com,Social - Twitter / X,https://x.com/ClaraSoteras,Video - Instagram,https://www.instagram.com/clara_soteras,Media/Power,Spain,Culture & Media,,,ES,International,
Claudia Sahm,claudia-sahm,Stay-At-Home Macro,https://stayathomemacro.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/claudia-sahm.bsky.social,,,,,Finance/Economics,"Washington, DC",Money & Work,Washington,DC,US,Mid-Atlantic,
Claudine Zap,claudine-zap,Must Like Fog,https://mustlikefog.substack.com,Newsletter - Substack,,,,,,,"Real Estate, Local","San Francisco, CA","Civic Life, Money & Work",San Francisco,CA,US,West,
Cleo Abram,cleo-abram,Huge If True,https://www.youtube.com/@cleoabram,Video - YouTube,,,,,,,Tech,National - US,Money & Work,,,US,National,
Cobus van Staden,cobus-van-staden,The China-Global South Project,https://chinaglobalsouth.com,Website,Newsletter - Other,,Podcast,,,,Foreign Policy,South Africa,Power & Politics,,,ZA,International,
Codie Sanchez,codie-sanchez,Codie Sanchez,https://codiesanchez.com,Video - YouTube,Podcast,https://www.contrarianthinking.co/podcast,Social - BlueSky,https://bsky.app/profile/codiesanchez.bsky.social,,,"Personal Finance, Business",National - US,Money & Work,,,US,National,
Cody Short Johnson,cody-short-johnson,CoCo's Tea Media,https://www.tiktok.com/@codydonair,Video - TikTok,Video - Instagram,https://www.instagram.com/codydonair,,,,,"Local, Identity/Belonging",Alabama - US,"Social Issues, Civic Life",,AL,US,South,
Coffee Travel DMV,coffee-travel-dmv,Coffee Travel DMV,https://www.instagram.com/coffee_travel_dmv/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@coffee_travel_dmv,,,,,Lifestyle,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Colby Dorfman,colby-dorfman,Half Past Moon,https://www.instagram.com/halfpast.noon,Video - Instagram,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National,
Colin Alsheimer,colin-alsheimer,TWIP (This Week in Podiatry),https://twip.kineticist.com,Newsletter - Other,,,,,,,Games/Gaming,"Boston, MA",Culture & Media,Boston,MA,US,Northeast,
